title,cast
"Abigail's Party","John Salthouse"
"Return of the Chinese Boxer","Jimmy Wang Yu"
"Get Out Your Handkerchiefs","Gérard Depardieu"
"Get Out Your Handkerchiefs","Michel Serrault"
"Get Out Your Handkerchiefs","Eléonore Hirt"
"Get Out Your Handkerchiefs","Liliane Rovère"
"Gray Lady Down","David Carradine"
"Gray Lady Down","Stacy Keach"
"Gray Lady Down","Ned Beatty"
"Gray Lady Down","Stephen McHattie"
"Gray Lady Down","Ronny Cox"
"Gray Lady Down","Charles Cioffi"
"Silver Saddle","Geoffrey Lewis"
"Attack of the Killer Tomatoes!","Eric Christmas"
"Attack of the Killer Tomatoes!","Nigel Barber"
"Rescue from Gilligan's Island","Bob Denver"
"Rescue from Gilligan's Island","Alan Hale Jr."
"Rescue from Gilligan's Island","Vincent Schiavelli"
"Rescue from Gilligan's Island","Art LaFleur"
"The Deer Hunter","Robert De Niro"
"The Deer Hunter","Christopher Walken"
"The Deer Hunter","John Savage"
"The Deer Hunter","Meryl Streep"
"The Deer Hunter","George Dzundza"
"The Eighteen Jade Arhats","Lo Lieh"
"The Eighteen Jade Arhats","Phillip Ko"
"Island of the Fishmen","Richard Johnson"
"Island of the Fishmen","Joseph Cotten"
"The Fifth Musketeer","Beau Bridges"
"The Fifth Musketeer","Olivia de Havilland"
"The Fifth Musketeer","Ian McShane"
"The Fifth Musketeer","Cornel Wilde"
"The Fifth Musketeer","Rex Harrison"
"The Fifth Musketeer","José Ferrer"
"The Fifth Musketeer","Lloyd Bridges"
"The Fifth Musketeer","Alan Hale Jr."
"Saint Jack","Ben Gazzara"
"Saint Jack","Joss Ackland"
"Saint Jack","Lisa Lu"
"Winter Kills","Jeff Bridges"
"Winter Kills","Sterling Hayden"
"Winter Kills","Tomas Milian"
"Winter Kills","Belinda Bauer"
"Winter Kills","Toshirō Mifune"
"Butch and Sundance: The Early Days","William Katt"
"Butch and Sundance: The Early Days","Tom Berenger"
"Butch and Sundance: The Early Days","Jeff Corey"
"Butch and Sundance: The Early Days","John Schuck"
"Butch and Sundance: The Early Days","Michael C. Gwynne"
"Butch and Sundance: The Early Days","Peter Weller"
"Butch and Sundance: The Early Days","Brian Dennehy"
"Butch and Sundance: The Early Days","Christopher Lloyd"
"Butch and Sundance: The Early Days","Joel Fluellen"
"The Onion Field","John Savage"
"The Onion Field","James Woods"
"The Onion Field","Franklyn Seales"
"The Onion Field","Ted Danson"
"The Onion Field","Ronny Cox"
"The Onion Field","Christopher Lloyd"
"The Onion Field","Priscilla Pointer"
"The Triple Death of the Third Character","Brigitte Fossey"
"The Triple Death of the Third Character","André Dussollier"
"The Making of 'Superman: The Movie'","Marlon Brando"
"The Making of 'Superman: The Movie'","Gene Hackman"
"The Making of 'Superman: The Movie'","Ned Beatty"
"The Making of 'Superman: The Movie'","Valerie Perrine"
"The Final Countdown","Kirk Douglas"
"The Final Countdown","Martin Sheen"
"The Final Countdown","Charles Durning"
"Moscow Does Not Believe in Tears","Irina Muravyova"
"Eaten Alive!","Mel Ferrer"
"Caged Women","Brigitte Lahaie"
"Return of the Secaucus Seven","Gordon Clapp"
"Return of the Secaucus Seven","David Strathairn"
"My American Uncle","Gérard Depardieu"
"My American Uncle","Pierre Arditi"
"The Leg Fighters","Chen Chin-Hai"
"The True Story of the Nun of Monza","Annie Carol Edel"
"The True Story of the Nun of Monza","Paola Montenero"
"My Bodyguard","Adam Baldwin"
"My Bodyguard","Matt Dillon"
"My Bodyguard","Joan Cusack"
"The Night of the Hunted","Brigitte Lahaie"
"Doctor Who: The Leisure Hive","Laurence Payne"
"Love on the Big Country","Chin Han"
"Popeye","Robin Williams"
"Popeye","Ray Walston"
"Popeye","Paul Dooley"
"Popeye","Donald Moffat"
"Seems Like Old Times","Chevy Chase"
"Seems Like Old Times","Charles Grodin"
"Seems Like Old Times","Harold Gould"
"Seems Like Old Times","T.K. Carter"
"Taxi zum Klo","Orpha Termin "
"Inseminoid","Victoria Tennant"
"American Pop","Vincent Schiavelli"
"For Your Eyes Only","Roger Moore"
"For Your Eyes Only","Topol"
"For Your Eyes Only","Julian Glover"
"For Your Eyes Only","Lynn-Holly Johnson"
"For Your Eyes Only","Jill Bennett"
"For Your Eyes Only","Michael Gothard"
"The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles, Part 1","Vasiliy Livanov"
"The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles, Part 1","Vitali Solomin"
"The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles, Part 1","Rina Zelyonaya"
"The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles, Part 1","Boryslav Brondukov"
"The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles, Part 1","Evgeniy Steblov"
"The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles, Part 1","Nikita Mikhalkov"
"The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles, Part 1","Aleksandr Adabashyan"
"The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles, Part 1","Svetlana Kryuchkova"
"The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles, Part 1","Oleg Yankovskiy"
"The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles, Part 1","Irina Kupchenko"
"The Return of the Beverly Hillbillies","Imogene Coca"
"My Dinner with Andre","Wallace Shawn"
"Quest for Fire","Everett McGill"
"Quest for Fire","Ron Perlman"
"The Quest for Fire Adventure","Orson Welles"
"The Marx Brothers in a Nutshell","Groucho Marx"
"The Marx Brothers in a Nutshell","Chico Marx"
"The Marx Brothers in a Nutshell","Harpo Marx"
"The Marx Brothers in a Nutshell","Margaret Dumont"
"The Marx Brothers in a Nutshell","Woody Allen"
"The Marx Brothers in a Nutshell","Dick Cavett"
"Richard Pryor: Live on the Sunset Strip","Richard Pryor"
"The Masters of Time","Sady Rebbot"
"Dead Men Don't Wear Plaid","Steve Martin"
"Dead Men Don't Wear Plaid","Barbara Stanwyck"
"Dead Men Don't Wear Plaid","Ray Milland"
"Dead Men Don't Wear Plaid","Burt Lancaster"
"Dead Men Don't Wear Plaid","Cary Grant"
"Britannia Hospital","Malcolm McDowell"
"Britannia Hospital","Joan Plowright"
"Britannia Hospital","Mark Hamill"
"Britannia Hospital","Jill Bennett"
"Stevie Ray Vaughan and Double Trouble Live at Montreux 1982","Stevie Ray Vaughan"
"Stevie Ray Vaughan and Double Trouble Live at Montreux 1982","Chris Layton"
"Stevie Ray Vaughan and Double Trouble Live at Montreux 1982","Tommy Shannon"
"Querelle","Franco Nero"
"Sick Love","Remo Girone"
"Sick Love","Leopoldo Trieste"
"Creepshow","Hal Holbrook"
"Creepshow","Adrienne Barbeau"
"Creepshow","Fritz Weaver"
"Creepshow","Leslie Nielsen"
"Creepshow","E.G. Marshall"
"Creepshow","Viveca Lindfors"
"Creepshow","Ed Harris"
"Creepshow","Ted Danson"
"Creepshow","Stephen King"
"Airplane II: The Sequel","Lloyd Bridges"
"Airplane II: The Sequel","Chuck Connors"
"Airplane II: The Sequel","Rip Torn"
"Airplane II: The Sequel","Julie Hagerty"
"Airplane II: The Sequel","Robert Hays"
"Airplane II: The Sequel","Kent McCord"
"The Scarlet and the Black","Gregory Peck"
"The Scarlet and the Black","Christopher Plummer"
"The Scarlet and the Black","John Gielgud"
"The Scarlet and the Black","Walter Gotell"
"The Scarlet and the Black","Julian Holloway"
"William Shakespeare's Taming of the Shrew","Karen Austin"
"William Shakespeare's Taming of the Shrew","Franklyn Seales"
"William Shakespeare's Taming of the Shrew","Bruce Davison"
"William Shakespeare's Taming of the Shrew","Larry Drake"
"Fantasy Mission Force","Jackie Chan"
"Fantasy Mission Force","Jimmy Wang Yu"
"To the Lighthouse","Kenneth Branagh"
"To the Lighthouse","Rosemary Harris"
"To the Lighthouse","Suzanne Bertish"
"Bill Cosby: Himself","Bill Cosby"
"Lies","Bruce Davison"
"Lies","Bert Remsen"
"Lies","Stacy Keach"
"Winners & Sinners","Sammo Hung"
"Winners & Sinners","Richard Ng"
"Winners & Sinners","Jackie Chan"
"Winners & Sinners","Cecilia Yip"
"Winners & Sinners","James Tien Chuen"
"Krull","Lysette Anthony"
"Krull","Freddie Jones"
"Krull","Alun Armstrong"
"Krull","Liam Neeson"
"National Lampoon's Vacation","Chevy Chase"
"National Lampoon's Vacation","Beverly D'Angelo"
"National Lampoon's Vacation","Anthony Michael Hall"
"National Lampoon's Vacation","Imogene Coca"
"National Lampoon's Vacation","Randy Quaid"
"National Lampoon's Vacation","Dana Barron"
"National Lampoon's Vacation","Eddie Bracken"
"National Lampoon's Vacation","Brian Doyle-Murray"
"National Lampoon's Vacation","Miriam Flynn"
"Jeans and T-Shirt","Gabriella Di Luzio"
"Finally, Sunday!","Fanny Ardant"
"Finally, Sunday!","Jean-Louis Trintignant"
"Finally, Sunday!","Philippe Morier-Genoud"
"Finally, Sunday!","Caroline Silhol"
"Finally, Sunday!","Xavier Saint-Macary"
"Finally, Sunday!","Jean-Louis Richard"
"Finally, Sunday!","Anik Belaubre"
"Finally, Sunday!","Pascale Pellegrin"
"Smokey and the Bandit Part 3","Colleen Camp"
"Smokey and the Bandit Part 3","Burt Reynolds"
"All the Right Moves","Tom Cruise"
"All the Right Moves","Craig T. Nelson"
"All the Right Moves","Lea Thompson"
"All the Right Moves","Charles Cioffi"
"All the Right Moves","Gary Graham"
"All the Right Moves","Chris Penn"
"Star 80","Eric Roberts"
"Star 80","Cliff Robertson"
"Star 80","Carroll Baker"
"Star 80","Roger Rees"
"Star 80","David Clennon"
"Silkwood","Meryl Streep"
"Silkwood","Kurt Russell"
"Silkwood","Cher"
"Silkwood","Craig T. Nelson"
"Silkwood","Fred Ward"
"Silkwood","Diana Scarwid"
"Silkwood","Josef Sommer"
"The Lonely Guy","Steve Martin"
"The Lonely Guy","Charles Grodin"
"The 8 Diagram Pole Fighter","Gordon Liu Chia-hui"
"The 8 Diagram Pole Fighter","Kara Wai Ying-Hung"
"The 8 Diagram Pole Fighter","Lily Li"
"The 8 Diagram Pole Fighter","Phillip Ko"
"The 8 Diagram Pole Fighter","Chu Tit-Wo"
"Repo Man","Harry Dean Stanton"
"Repo Man","Tracey Walter"
"Repo Man","Eddie Velez"
"Future Boy Conan: The Big Giant Robot's Resurrection","Noriko Ohara"
"Nausicaä of the Valley of the Wind","Sumi Shimamoto"
"Nausicaä of the Valley of the Wind","Ichiro Nagai"
"Nausicaä of the Valley of the Wind","Youji Matsuda"
"Nausicaä of the Valley of the Wind","Iemasa Kayumi"
"Nausicaä of the Valley of the Wind","Hisako Kyoda"
"Nausicaä of the Valley of the Wind","Kōhei Miyauchi"
"Stephen, the King","László Pelsőczy"
"Stephen, the King","Miklós Varga"
"Stephen, the King","Gyula Vikidál"
"Stephen, the King","Katalin Berek"
"Stephen, the King","Bernadette Sára"
"Stephen, the King","Máté Victor"
"Stephen, the King","Juhász Jácint"
"Stephen, the King","Lajos Balázsovits"
"Stephen, the King","Gyula Deák Bill"
"Stephen, the King","Nagy Feró"
"Invitation to Hell","Joanna Cassidy"
"Invitation to Hell","Susan Lucci"
"Invitation to Hell","Kevin McCarthy"
"Invitation to Hell","Soleil Moon Frye"
"Cloak & Dagger","Henry Thomas"
"Cloak & Dagger","Dabney Coleman"
"Cloak & Dagger","Michael Murphy"
"Cloak & Dagger","John McIntire"
"Cloak & Dagger","William Forsythe"
"Cloak & Dagger","Robert DoQui"
"The Pope of Greenwich Village","Eric Roberts"
"The Pope of Greenwich Village","Mickey Rourke"
"The Pope of Greenwich Village","Daryl Hannah"
"The Pope of Greenwich Village","Geraldine Page"
"The Pope of Greenwich Village","M. Emmet Walsh"
"The Pope of Greenwich Village","Burt Young"
"Rhinestone","Sylvester Stallone"
"Rhinestone","Dolly Parton"
"Rhinestone","Tim Thomerson"
"The Making of Fanny and Alexander","Ingmar Bergman"
"The Making of Fanny and Alexander","Erland Josephson"
"Silent Madness","Viveca Lindfors"
"Silent Madness","Rick Aiello"
"Silent Madness","Sydney Lassick"
"The Killing Fields","Sam Waterston"
"The Killing Fields","John Malkovich"
"The Killing Fields","Julian Sands"
"The Killing Fields","Craig T. Nelson"
"The Killing Fields","Bill Paterson"
"2010","Roy Scheider"
"2010","John Lithgow"
"2010","Helen Mirren"
"2010","Bob Balaban"
"2010","Savely Kramarov"
"Micki + Maude","George Gaynes"
"Micki + Maude","Wallace Shawn"
"Micki + Maude","Priscilla Pointer"
"Mrs. Soffel","Diane Keaton"
"Mrs. Soffel","Mel Gibson"
"Mrs. Soffel","Matthew Modine"
"Mrs. Soffel","Edward Herrmann"
"Mrs. Soffel","Harley Cross"
"Mrs. Soffel","Terry O'Quinn"
"Elvis Presley - One Night With You","Elvis Presley"
"The Last Dragon","Ernie Reyes Jr."
"Baby: Secret of the Lost Legend","William Katt"
"Baby: Secret of the Lost Legend","Sean Young"
"Baby: Secret of the Lost Legend","Hugh Quarshie"
"Girls Just Want to Have Fun","Sarah Jessica Parker"
"Girls Just Want to Have Fun","Helen Hunt"
"Girls Just Want to Have Fun","Morgan Woodward"
"Girls Just Want to Have Fun","Ed Lauter"
"Girls Just Want to Have Fun","Jonathan Silverman"
"Girls Just Want to Have Fun","Gina Gershon"
"Rambo: First Blood Part II","Sylvester Stallone"
"Rambo: First Blood Part II","Charles Napier"
"Rambo: First Blood Part II","Steven Berkoff"
"Rambo: First Blood Part II","Martin Kove"
"Rambo: First Blood Part II","George Cheung"
"Odin: Starlight Mutiny","Keiko Han"
"Odin: Starlight Mutiny","Toshio Furukawa"
"Odin: Starlight Mutiny","Norio Wakamoto"
"Odin: Starlight Mutiny","Takeshi Katō"
"Odin: Starlight Mutiny","Tessyo Genda"
"Odin: Starlight Mutiny","Toru Furuya"
"Better Off Dead...","John Cusack"
"Better Off Dead...","David Ogden Stiers"
"Better Off Dead...","Demian Slade"
"Better Off Dead...","Curtis Armstrong"
"American Ninja","Michael Dudikoff"
"American Ninja","Steve James"
"American Ninja","John Fujioka"
"The Journey of Natty Gann","John Cusack"
"The Journey of Natty Gann","Ray Wise"
"The Journey of Natty Gann","Lainie Kazan"
"The Journey of Natty Gann","Barry Miller"
"The Journey of Natty Gann","Verna Bloom"
"Silver Bullet","Gary Busey"
"Silver Bullet","Everett McGill"
"Silver Bullet","Terry O'Quinn"
"Silver Bullet","Leon Russom"
"Silver Bullet","Bill Smitrovich"
"The Return of Rubén Blades","Rubén Blades"
"Mr. Vampire","Lam Ching-Ying"
"Mr. Vampire","Moon Lee"
"Mr. Vampire","Yuen Wah"
"Mr. Vampire","Billy Lau"
"Mr. Vampire","Anthony Chan Yau"
"Mr. Vampire","Ka Lee"
"Young Lady Chatterley II","Harlee McBride"
"Young Lady Chatterley II","Sybil Danning"
"Young Lady Chatterley II","Adam West"
"Young Lady Chatterley II","Monique Gabrielle"
"Barbarian Queen","Lana Clarkson"
"Barbarian Queen","Frank Zagarino"
"Police Academy 3: Back in Training","George Gaynes"
"8 Million Ways to Die","Jeff Bridges"
"8 Million Ways to Die","Rosanna Arquette"
"8 Million Ways to Die","Andy García"
"8 Million Ways to Die","Tommy Lister Jr."
"Jo Jo Dancer, Your Life Is Calling","Richard Pryor"
"Jo Jo Dancer, Your Life Is Calling","Debbie Allen"
"Jo Jo Dancer, Your Life Is Calling","Fay Hauser"
"Jo Jo Dancer, Your Life Is Calling","Barbara Williams"
"Jo Jo Dancer, Your Life Is Calling","Carmen McRae"
"Jo Jo Dancer, Your Life Is Calling","Paula Kelly"
"Jo Jo Dancer, Your Life Is Calling","Diahnne Abbott"
"Jo Jo Dancer, Your Life Is Calling","Scoey Mitchell"
"Jo Jo Dancer, Your Life Is Calling","Billy Eckstine"
"Sesame Street: Learning About Letters","Caroll Spinney"
"Sesame Street: Learning About Letters","Martin P. Robinson"
"Sesame Street: Learning About Letters","Jim Henson"
"Sesame Street: Learning About Letters","Jerry Nelson"
"Sesame Street: Learning About Letters","Frank Oz"
"Royal Warriors","Michelle Yeoh"
"Royal Warriors","Michael Wong"
"Royal Warriors","Hiroyuki Sanada"
"Royal Warriors","Wai Lam"
"Royal Warriors","Kenneth Tsang"
"Mr. Vampire II","Lam Ching-Ying"
"Mr. Vampire II","Yuen Biao"
"Mr. Vampire II","Moon Lee"
"Mr. Vampire II","Billy Lau"
"Mr. Vampire II","Ka Lee"
"Return to Horror High","Alex Rocco"
"Return to Horror High","Scott Jacoby"
"Return to Horror High","Vince Edwards"
"Outrageous Fortune","Shelley Long"
"Outrageous Fortune","Bette Midler"
"Outrageous Fortune","Peter Coyote"
"Outrageous Fortune","John Schuck"
"Outrageous Fortune","George Carlin"
"Creepshow 2","George Kennedy"
"Creepshow 2","Dorothy Lamour"
"Creepshow 2","Don Harvey"
"Creepshow 2","Stephen King"
"Creepshow 2","Holt McCallany"
"American Ninja 2: The Confrontation","Michael Dudikoff"
"American Ninja 2: The Confrontation","Steve James"
"American Ninja 2: The Confrontation","Larry Poindexter"
"American Ninja 2: The Confrontation","John Fujioka"
"Wings of Desire","Bruno Ganz"
"Wings of Desire","Otto Sander"
"Wings of Desire","Peter Falk"
"Back to the Beach","Frankie Avalon"
"Back to the Beach","Demian Slade"
"Cause célèbre","Helen Mirren"
"Cause célèbre","Harry Andrews"
"Cause célèbre","David Suchet"
"Cause célèbre","David Morrissey"
"Matewan","Chris Cooper"
"Matewan","James Earl Jones"
"Matewan","Mary McDonnell"
"Matewan","David Strathairn"
"Matewan","Kevin Tighe"
"Matewan","Gordon Clapp"
"Matewan","Bob Gunton"
"Amazon Women on the Moon","Michelle Pfeiffer"
"Amazon Women on the Moon","Monique Gabrielle"
"Amazon Women on the Moon","Sybil Danning"
"Amazon Women on the Moon","Rosanna Arquette"
"Amazon Women on the Moon","Ed Begley Jr."
"Freckled Max and the Spooks","Eddie Constantine"
"Freckled Max and the Spooks","Viveca Lindfors"
"The Good, The Bad & The Beauty","Frankie Chan Fan-Kei"
"The Good, The Bad & The Beauty","Kent Cheng Jak-Si"
"The Good, The Bad & The Beauty","Bill Tung"
"The Good, The Bad & The Beauty","Anthony Chan Yau"
"The Good, The Bad & The Beauty","Dicky Cheung Wai-Kin"
"The Good, The Bad & The Beauty","Maria Cordero"
"The Good, The Bad & The Beauty","Kitty Chan"
"The Good, The Bad & The Beauty","Yan-yan Chow"
"The Good, The Bad & The Beauty","Jahangir Ghaffari"
"They Call Me Renegade","Terence Hill"
"Cherry 2000","Melanie Griffith"
"Cherry 2000","Ben Johnson"
"Cherry 2000","Marshall Bell"
"Cherry 2000","Harry Carey"
"Cherry 2000","Laurence Fishburne"
"Cherry 2000","Michael C. Gwynne"
"Cherry 2000","Brion James"
"The Making of Dead Ringers","David Cronenberg"
"The Making of Dead Ringers","Jeremy Irons"
"For Keeps","Molly Ringwald"
"For Keeps","Kenneth Mars"
"For Keeps","Miriam Flynn"
"For Keeps","Conchata Ferrell"
"For Keeps","Pauly Shore"
"The House on Carroll Street","Jeff Daniels"
"The House on Carroll Street","Mandy Patinkin"
"The House on Carroll Street","Jessica Tandy"
"The House on Carroll Street","James Rebhorn"
"Hands of Death","Richard Harrison"
"Hurricane Live! 2032","Jouji Nakata"
"Hurricane Live! 2032","Satsuki Yukino"
"Hurricane Live! 2032","Yuji Ueda"
"Whisper Kill","Jeremy Slate"
"The Last Temptation of Christ","Willem Dafoe"
"The Last Temptation of Christ","Harvey Keitel"
"The Last Temptation of Christ","Verna Bloom"
"The Last Temptation of Christ","Barbara Hershey"
"The Last Temptation of Christ","Barry Miller"
"The Last Temptation of Christ","Gary Basaraba"
"George Carlin: What Am I Doing in New Jersey?","George Carlin"
"Who Framed Roger Rabbit","Bob Hoskins"
"Who Framed Roger Rabbit","Christopher Lloyd"
"Who Framed Roger Rabbit","Joanna Cassidy"
"Sleepaway Camp II: Unhappy Campers","Pamela Springsteen"
"Sleepaway Camp II: Unhappy Campers","Renée Estevez"
"Sleepaway Camp II: Unhappy Campers","Walter Gotell"
"Dead Ringers","Jeremy Irons"
"Dead Ringers","Geneviève Bujold"
"Dead Ringers","Barbara Gordon"
"First Born","Charles Dance"
"The House of Jade","Vincent Perez"
"Fresh Horses","Molly Ringwald"
"Fresh Horses","Andrew McCarthy"
"Fresh Horses","Ben Stiller"
"Fresh Horses","Leon Russom"
"Fresh Horses","Molly Hagan"
"The Cold Summer of 1953","Anatoli Papanov"
